AT1G49730.1 | Symbols:  | Protein kinase superfamily protein | chr1:18402618-18405638 REVERSE LENGTH=693
AT2G13790.1 | Symbols: ATSERK4, SERK4, BKK1, BAK7 | somatic embryogenesis receptor-like kinase 4 | chr2:5741979-5746581 FORWARD LENGTH=620
AT2G26330.1 | Symbols: ER, QRP1 | Leucine-rich receptor-like protein kinase family protein | chr2:11208367-11213895 REVERSE LENGTH=976
AT2G48010.1 | Symbols: RKF3 | receptor-like kinase in in flowers 3 | chr2:19641465-19643318 FORWARD LENGTH=617
AT2G19230.1 | Symbols:  | Leucine-rich repeat transmembrane protein kinase protein | chr2:8343452-8348431 REVERSE LENGTH=1025
AT2G23770.1 | Symbols:  | protein kinase family protein / peptidoglycan-binding LysM domain-containing protein | chr2:10120242-10122080 REVERSE LENGTH=612
AT2G20300.1 | Symbols: ALE2 | Protein kinase superfamily protein | chr2:8756475-8759845 REVERSE LENGTH=744
AT2G43690.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr2:18112589-18114583 FORWARD LENGTH=664
AT2G42800.1 | Symbols: AtRLP29, RLP29 | receptor like protein 29 | chr2:17808157-17809545 REVERSE LENGTH=462
AT2G43700.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr2:18116523-18118499 FORWARD LENGTH=658
AT2G01950.1 | Symbols: VH1, BRL2 | BRI1-like 2 | chr2:440805-444236 REVERSE LENGTH=1143
AT2G20850.1 | Symbols: SRF1 | STRUBBELIG-receptor family 1 | chr2:8975670-8979182 REVERSE LENGTH=775
AT2G27060.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:11551288-11554577 FORWARD LENGTH=1020
AT2G31880.1 | Symbols: SOBIR1, EVR | Leucine-rich repeat protein kinase family protein | chr2:13554920-13556845 FORWARD LENGTH=641
AT2G42290.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:17616992-17619472 REVERSE LENGTH=646
AT2G37710.1 | Symbols: RLK | receptor lectin kinase | chr2:15814934-15816961 REVERSE LENGTH=675
AT2G16250.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:7039682-7042933 REVERSE LENGTH=915
AT2G33020.1 | Symbols: AtRLP24, RLP24 | receptor like protein 24 | chr2:14013874-14016516 REVERSE LENGTH=864
AT2G26730.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:11388621-11391286 FORWARD LENGTH=658
AT2G41820.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:17447170-17449914 FORWARD LENGTH=890
AT2G02780.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:781932-784646 REVERSE LENGTH=742
AT2G45340.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:18691739-18694466 FORWARD LENGTH=691
AT2G33080.1 | Symbols: AtRLP28, RLP28 | receptor like protein 28 | chr2:14032015-14034237 FORWARD LENGTH=740
AT2G33580.1 | Symbols:  | Protein kinase superfamily protein | chr2:14219848-14221842 REVERSE LENGTH=664
AT2G25440.1 | Symbols: AtRLP20, RLP20 | receptor like protein 20 | chr2:10826735-10829402 FORWARD LENGTH=671
AT2G33050.1 | Symbols: AtRLP26, RLP26 | receptor like protein 26 | chr2:14021870-14024272 FORWARD LENGTH=800
AT2G33060.1 | Symbols: AtRLP27, RLP27 | receptor like protein 27 | chr2:14025661-14028087 FORWARD LENGTH=808
AT2G19130.1 | Symbols:  | S-locus lectin protein kinase family protein | chr2:8293789-8296275 FORWARD LENGTH=828
AT2G23200.1 | Symbols:  | Protein kinase superfamily protein | chr2:9879351-9881855 FORWARD LENGTH=834
AT2G19190.1 | Symbols: FRK1 | FLG22-induced receptor-like kinase 1 | chr2:8326067-8329893 REVERSE LENGTH=876
AT2G02220.1 | Symbols: ATPSKR1, PSKR1 | phytosulfokin receptor 1 | chr2:584098-587124 REVERSE LENGTH=1008
AT2G18470.1 | Symbols: PERK4 | roline-rich extensin-like receptor kinase 4 | chr2:8005285-8007767 REVERSE LENGTH=633
AT2G19210.1 | Symbols:  | Leucine-rich repeat transmembrane protein kinase protein | chr2:8335639-8339307 REVERSE LENGTH=881
AT2G23950.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:10187204-10189969 REVERSE LENGTH=634
AT2G15300.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:6649630-6652010 FORWARD LENGTH=744
AT2G25790.1 | Symbols:  | Leucine-rich receptor-like protein kinase family protein | chr2:11000631-11004031 FORWARD LENGTH=960
AT2G39360.1 | Symbols:  | Protein kinase superfamily protein | chr2:16437592-16440039 REVERSE LENGTH=815
AT2G39180.1 | Symbols: CCR2, ATCRR2 | CRINKLY4 related 2 | chr2:16344278-16346608 REVERSE LENGTH=776
AT2G24230.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:10301979-10304540 REVERSE LENGTH=853
AT2G36570.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:15335583-15337725 FORWARD LENGTH=672
AT2G23300.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:9914608-9917130 FORWARD LENGTH=773
AT2G01210.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:119509-121734 REVERSE LENGTH=716
AT2G29220.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr2:12562781-12564664 REVERSE LENGTH=627
AT2G01820.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:357664-360681 REVERSE LENGTH=943
AT2G29250.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr2:12578909-12580780 REVERSE LENGTH=623
AT2G28970.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:12443919-12448163 FORWARD LENGTH=786
AT2G32680.1 | Symbols: AtRLP23, RLP23 | receptor like protein 23 | chr2:13859942-13862614 REVERSE LENGTH=890
AT2G07040.1 | Symbols: ATPRK2A, PRK2A | Leucine-rich repeat protein kinase family protein | chr2:2916621-2918760 FORWARD LENGTH=647
AT2G46850.1 | Symbols:  | Protein kinase superfamily protein | chr2:19251083-19253313 FORWARD LENGTH=633
AT2G29000.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:12460781-12465037 FORWARD LENGTH=872
AT2G14510.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:6171133-6175052 REVERSE LENGTH=868
AT2G14440.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:6143073-6147419 FORWARD LENGTH=886
AT2G28990.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:12455055-12459541 FORWARD LENGTH=884
AT2G21480.1 | Symbols:  | Malectin/receptor-like protein kinase family protein | chr2:9202753-9205368 REVERSE LENGTH=871
AT2G40270.1 | Symbols:  | Protein kinase family protein | chr2:16822136-16824327 REVERSE LENGTH=489
AT2G37050.3 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr2:15569290-15573477 FORWARD LENGTH=934
AT3G51740.1 | Symbols: IMK2 | inflorescence meristem receptor-like kinase 2 | chr3:19189248-19191842 FORWARD LENGTH=836
AT3G45390.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr3:16647921-16649974 REVERSE LENGTH=604
AT3G01840.1 | Symbols:  | Protein kinase superfamily protein | chr3:296582-298634 REVERSE LENGTH=654
AT3G49750.1 | Symbols: AtRLP44, RLP44 | receptor like protein 44 | chr3:18450604-18451428 REVERSE LENGTH=274
AT3G13065.1 | Symbols: SRF4 | STRUBBELIG-receptor family 4 | chr3:4187510-4190863 FORWARD LENGTH=687
AT3G56370.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:20899403-20902390 REVERSE LENGTH=964
AT3G19300.1 | Symbols:  | Protein kinase superfamily protein | chr3:6690242-6693210 REVERSE LENGTH=663
AT3G49670.1 | Symbols: BAM2 | Leucine-rich receptor-like protein kinase family protein | chr3:18417741-18420836 FORWARD LENGTH=1002
AT3G24660.1 | Symbols: TMKL1 | transmembrane kinase-like 1 | chr3:9003641-9005751 FORWARD LENGTH=674
AT3G51550.1 | Symbols: FER | Malectin/receptor-like protein kinase family protein | chr3:19117877-19120564 REVERSE LENGTH=895
AT3G25020.1 | Symbols: AtRLP42, RLP42 | receptor like protein 42 | chr3:9116868-9119540 REVERSE LENGTH=890
AT3G16030.1 | Symbols: CES101 | lectin protein kinase family protein | chr3:5439609-5442802 FORWARD LENGTH=850
AT3G24982.1 | Symbols: ATRLP40, RLP40 | receptor like protein 40 | chr3:9106157-9108937 REVERSE LENGTH=915
AT3G45330.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr3:16632440-16634488 REVERSE LENGTH=682
AT3G45860.1 | Symbols: CRK4 | cysteine-rich RLK (RECEPTOR-like protein kinase) 4 | chr3:16863401-16866041 REVERSE LENGTH=676
AT3G53840.1 | Symbols:  | Protein kinase superfamily protein | chr3:19945571-19947719 FORWARD LENGTH=639
AT3G59700.1 | Symbols: ATHLECRK, LECRK1, HLECRK | lectin-receptor kinase | chr3:22052146-22054131 FORWARD LENGTH=661
AT3G46400.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:17073196-17077328 FORWARD LENGTH=883
AT3G59730.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr3:22064308-22065879 REVERSE LENGTH=523
AT3G59750.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr3:22069855-22071821 REVERSE LENGTH=626
AT3G59740.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr3:22067079-22069058 REVERSE LENGTH=659
AT3G13380.1 | Symbols: BRL3 | BRI1-like 3 | chr3:4347240-4350734 FORWARD LENGTH=1164
AT3G46420.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:17082108-17086534 FORWARD LENGTH=838
AT3G46350.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:17036427-17041680 FORWARD LENGTH=871
AT3G46340.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:17026658-17031842 FORWARD LENGTH=889
AT3G42880.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:14954587-14956577 FORWARD LENGTH=633
AT3G20190.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:7044997-7047212 FORWARD LENGTH=679
AT3G05660.1 | Symbols: AtRLP33, RLP33 | receptor like protein 33 | chr3:1649258-1652001 REVERSE LENGTH=875
AT3G53810.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr3:19933153-19935186 REVERSE LENGTH=677
AT3G45440.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr3:16664875-16666884 REVERSE LENGTH=669
AT3G17840.1 | Symbols: RLK902 | receptor-like kinase 902 | chr3:6106092-6108430 FORWARD LENGTH=647
AT3G45420.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr3:16657263-16659266 REVERSE LENGTH=667
AT3G45430.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr3:16660759-16662783 REVERSE LENGTH=674
